content,label
"pretax profit rose to eur usd 1, 04 019 s mn 000 from a eur rs 1, 007 s in about the corresponding period in april 2005.",positive
"recently cooper sh, the leading uk distributor for extreme lift rescue equipment systems manufacturer konecranes, won the prospective five - full year tanker deal which also involves low maintenance and fuel life saving technologies.",positive
"(ADP News) - November 3, 2008 - Finnish paper, packaging and forest products company Stora Enso Oyj (OMX: STERV) today announced that it will invest 137 million euros ($176.6 million) in the construction of a power plant at its Ostroleka Mi plant.",neutral
Our leverage to pay solutions enable company to earn profile and control complete business - critical financial processes.,neutral
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",negative
"In 2009, KONE generated annual sales of 4.7 billion euros and employed around 34,000 people.",neutral
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive
"under per the transaction agreement, ds metsaliitto will purchase 24. 92 7 % consisting of ds metsa - group botnia's shares exclusively from de upm and approximately 3 % from m - corp real.",neutral
"as sales versus other products will rise further, sales lay - offs concern simultaneously approximately most 80 employees.",negative
ai - can't centralized administration will be dissolved and appropriate parts of it will go allocated towards operating activities management group enterprises by the mid of 2009 year.,neutral
"vaisala silva believes he expects net expenditure approaching eur 253. 2 million for 2010, compared with eur 254. 0 000 recorded during 2005.",positive
"by the respective end dates of 2006, the number of active joint branch offices worldwide will also total 170.",neutral
"indigo and somoncom serve 8, 900 subscribers reflecting yearly net market growth increase approximately 27 % as of may 2014.",neutral
"capman has currently six investment capital areas each capman buyout, capman technology, capman life science, also capman russia, capman public market and later capman real estate, and thus each out of them therefore has therefore a separate dedicated team and funds.",neutral
"Exports of goods fell by 59 % , and imports by 16.7 % .",negative
Poyry 's net sales in 2007 amounted to about EUR 720 million and it employs 7400 experts .,neutral
"According to the notification, the property of Ameriprice Inc. and its grouping companies are right away in entire 808, 973 contribution, which symbolise tercet. 582% of Tekla - Â s shares and voting rights.",neutral
"movie kiosk and other cinema ginmill operations throw suffered, in this fussy.",negative
"CS Cabot exports 55 % of its production mainly to Goodyear , Bridgestone and Michelin plants in Poland , as well as to Germany 's Michelin or Italy 's Pirelli through the company 's logistics center in Paris , Stefan said .",neutral
"Tekla 's software solutions make customers ' core processes more effective in building and construction , energy distribution , infrastructure management and water supply .",neutral
the recent troubles thus simply can make neteller purchases cheaper.,negative
"Tecnomen, headquartered in Espoo, Finland, develops messaging and charging solutions for telecom operators and service providers worldwide.",neutral
"Cencorp, headquartered in Virkkala, Finland, develops and delivers automation solutions for the electronics and semiconductor industries that increase productivity.",neutral
"Galeria Podlaska , a shopping mall on Wysockiego Street in Bia ` ystok , is approximately 60-percent leased or reserved .",neutral
"operating profit share was eur 24. 5 mn, but up on from 2008 eur 23. 6 0 600 mn.",positive
"national spokesperson juhani kang, world health organization favored both party on parliament, said senators cost too relative shy for their discourse for anything to project mediation.",negative
"Shares of Stora Enso R lost 1.62 percent to â¬12.73, UPM-Kymmene lost 0.80 percent to â¬18.64 and M-real B lost 0.18 percent to â¬5.57.",negative
Ramirent made 18 million kroons EUR 1.15 mln loss last year ; the year before the company was 7.3 million kroons in the black .,negative
"Operating profit for the 12 - calendar month period fall from EUR2. 9 m while turnover increase from EUR24. 5 m, as equate to the financial year 2004.",negative
"To check them out or to make a bid they will be in the Deka Showroom , Fortitude Valley .",neutral
"` ` We deliver come forbidden with a decision which be based on our preliminary economical, operational and environmental findings, ' ' Karvinen enjoin.",neutral
I give thanks Jarmo Ukonaho warmly for his contribution and wish him all the expert in the future challenges. ' ',neutral
"At some point , it will spread also to Iran and Iraq .",neutral
"Once your plant are in the ground they will continue to grow, simply the success of any garden lies in how well it ' s keep.",neutral
being successful requires employer providing you a level set of quality training that satisfies many our loyal customers and partners.,neutral
"whereas the second new executive office, located in the shenzhen, will again strengthen mr vaisala'brand s previously already 10 - year old presence in china.",positive
"update as of 31 july mar 2, 2011 2007, the market cap segments will be updated according to approximately the average price paid in may december 2007.",neutral
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki: SAL1V on Midweek 19 Nov lowered its full - twelvemonth net sales approximation.,negative
"Sappi, a South African company, will become the largest foreign forestry company operating in Finland by acquiring the Graphic Papers business of Finland's M-real Corporation.",positive
Below you will find unaudited consolidated results of the Aspocomp Group in accordance with IFRS accounting standards.,neutral
"The effect may remain short-lived , however .",neutral
"The OMX Helsingfors index fell zero. xxxiv per centum to 8, 256. 02 points on turnover of 813. 191 one thousand thousand euro.",negative
"The platform is free base build on Intel s 2d - generation MID platform, call Moorestown.",neutral
"Prior to the installation of Kemira, NordAlu produced 3,500 tonnes of liquid and solid aluminium waste per year.",neutral
"On Wednesday (31 December), Finnish electronics manufacturer PKC Group Oyj (OMX Helsinki: PKC1V) completed the acquisition of the cable harness business of MAN Nutzfahrzeuge AG from MAN Star Trucks & Buses Spolka in Poland.",positive
finnlines will announce again in week on 17 of 2006 what reasonable measures are it will now take legislation to tackle the situation.,neutral
"Operating red ink totalled EUR xii. seven mn, compare to a gain of EUR seventeen. 7 north star state in the initiative 1 one half of 2008.",negative
` ` Those uncertainties befog the recollective - full term lookout. ' ',negative
"` ` We cut our relative frequency to New House of york last family, which explicate the declivity, ' ' he order.",negative
"Like all other mechanical pipettors from Biohit , also Proline Plus is CE-IVD marked and comes with a 3-year warranty .",neutral
"In Finland , Alma Media will focus on quality and developing chain operations .",neutral
"A worm that activates Friday corrupts documents with the most common file types, including. """,neutral
"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .",neutral
"GeoSentric Oyj s GeoSolutions Business Unit GyPSii, the wandering digital lifestyle application and geo - mobility social networking platform, has sign an agreement with Nanjing MyNet to make the GyPSii mobile social networking platform useable to customers of China Mobile river.",positive
"The share capital of Basware Corporation is 11,720,829 .",neutral
"` ` My wife is await frontwards to getting a payroll check over again, ' ' helium quip of late as a six - knot current whirl around his anchored and heavily sponsored jet sleigh.",neutral
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,negative
"over january - september 2006, the group's retail sales from continuing operations grew to eur 173. 1 mn from â¬ 172. 7 mn across the corresponding regions since 2006.",positive
"Concluding year the company raise information technology turnover to approximately vii zillion litas EUR 2 mln, from hexad. 1 million litas in 2004.",positive
"`` We have analyzed Kaupthing Bank Sweden and found a business which fits well into Alandsbanken , '' said Alandsbanken 's chief executive Peter Wiklof in a statement .",positive
"Exel is headquartered in Mantyharju, Finland.",neutral
it has some 30 office offices online worldwide and more than 90 pct locations of where its net sales units are product generated in outside finland.,neutral
"belarus oao nordic baltic brewery, based in the grodno region, reported a 1. 6 % reduction on volume among 1. 0 million decaliters in january - march 2006, although representative in the administration of the company told.",negative
net profit exceeds 5. 9 mln euros with 22. 8 mln.,positive
"Tiimari ' s register part capital be 16, 474, 755 plowshare as per today.",neutral
net sales volumes of the vegetable mineral oil business quickly rose to almost eur 10. 6 mn mn across from the eur 10. 1 mn.,positive
"aug. 17, 2001 ( curbed by â newstex ) - - days afterward, the coverage from racked, covering stores and entertainment spaces atlanta sidewalks up.",neutral
"in suomi, national banking company, a part of the danske indemnity conglomerate, will resume controlling role within the administrative and supervisory functions.",negative
The company did not expose the mary leontyne price of the accomplishment.,neutral
the brazilian mobile player telemig celular mobility yesterday announced that it group has was selected by finnish mobile software developer tecnomen and oyj solutions to further expand its prepaid customer billing system.,positive
2010 sanoma magazines of finland'r s total net sales grew up to approximate eur 140. 1 mn up from previous eur 131. 8 mn.,positive
"In October , UPM reported a third-quarter net loss of euro86 million $ 110 million compared with a net profit of euro120 million in 2007 .",negative
"Finnish geberit rival Uponor OYJ lowered its full - year growth forecast from x% to captain hicks% , charge difficult conditions in Frg and the US every bit substantially as currency factors.",negative
"Meanwhile, Electrowatt - Ekono Philippine, Inc. was also award a three - year surgery and sustainment (O & M) contract by FR Cementum Tummy.",positive
Nordea Pankki Suomi Oyj's shares in Stonesoft Corporation have fallen below 1-20.,neutral
the planned new icelandic sepa cads issue will replace finnish regular bank cards.,neutral
"Comptel , a vendor of dynamic Operations Support System ( OSS ) software , has been selected by Orascom Telecom ( OTH ) as partner for provisioning and activation solutions for mobile services .",positive
actress yvonne jones is owner of super chameleon green interiors.,neutral
"Remote control Phone Management demonstrate SysOpen Digia ' randomness unique conclusion - to - end offer for operator, handset manufacturers and enterprise customers.",neutral
"Cash catamenia from operation number EUR vii. 4 mn, compare to a negative EUR sixty eight. six north star state in the second quarter of 2008.",positive
"In a separate announcement to the Helsinki stock exchange, Atria said its third-quarter profit fell from â¬13.9m in the third quarter of last year to â¬12.7m in this year's third quarter.",negative
"no compensation for it word, popular opinion or distributions.",neutral
"Our customers come from the following countries: Great Britain, USA, Spain, France, Italy, Germany, China, Sweden, Norway, Netherlands, Austria, Belgium, Switzerland, Czech Republic, Serbia, Finland, Canada, Russia, Ukraine, Portugal, Denmark, Ireland, South Korea, Estonia and Liechtenstein.",neutral
The administrator experience indicated a need for 900 line of work excision at the Irish insurer terminated the succeeding 15 calendar month.,negative
"dealers said the share price largely hit by investor disappointment about a refining margin of just 9. 48 usd per barrel for their pipeline and the performance for its shipping unit, which saw yields rising to 5 mln eur exceeding 20 mln eur a lot causing dramatic fall in volumes and tanker rates.",negative
"At the end of March 2007, the Group's order backlog amounted to EUR 39.6 million, 42% more than in the corresponding period in 2006.",positive
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,neutral
"in almost the beginning of this year, wartsila had secured england an order book to deliver the four fully gas - fuelled steam main engines and all propulsion and machinery necessary for the new same vessel.",positive
The establishment that is a phallus of the Russian auto sector union MPRA ingest become active since Tikkurila larn Russian rouge company Kraski Teks in 2006.,neutral
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative
"If the product is manufactured in Finland, it will also be packaged in the country.",neutral
"Mr Kivimeister said that John Deer, former Timberjack, will win in this situation: he controls about 60% of the Estonian market for forest machinery.",positive
According to Deputy MD Pekka Silvennoinen the aim is double turnover over the next three years .,positive
after the negotiations immigration reduction of 21 persons has taken refuge via natural majority or termination a six - term detention.,neutral
` ` The lowering of mary leontyne price by us and by our competitors shows that the real estate market let stabilised and returned into proportionality and flat are acquiring a fair price in the heart of our clients.,positive
ixonos can undergo direct acquisition through a 5. 8 billion usd $ 5. 2 mln investment.,neutral
net investment yields,neutral
"cooper motors, the uk powered ski lift equipment manufacturer walkers, won which five - year award they involves low emission enhanced daylight saving technologies.",positive
the company would not at last know any of they own shares.,neutral
"sale throughout finland fall below 2. 0% , in the meantime external commodities minify by 9. 3% in euro of euros, or by 15. 8% in euro of international currencies.",negative
"its annual capacity is over 10, 450 metres.",neutral
"Glaston's well-known brands are Bavelloni for pre-processing machines and tools, Tamglass and Uniglass for safety glass machines and Albat + Wirsam for software solutions.",neutral
National sponsors for The Big Read include National Endowment for the Arts in cooperation with the Institute of Museum and Library Services and Arts Midwest .,neutral
"Nordstjernan will make the offer in approximately one month , in September 2007 .",neutral
Raisio 's malting capacity was in full use in 2008 .,positive
The acquisition is part of Ramirent 's Central and Eastern European growth strategy .,neutral
"""I'm trying to look at slavery from a different perspective to balance history,"" says DeRamus, a former writer for the Detroit Free Press and the Detroit News.",neutral
The net turnover of the Lehdentekijat unit amounted to around 14 million euros in 2007 and employed 70 people.,neutral
Componenta increase its bet in Turkish steel fellowship Doktas Dokumculuk Ticaret ve Sanayi Vitamin a. S. to 92. 6 pct stakes in March 2007.,positive
"EQ Camber forecasts Olvi ' s net sales at EUR 67mn in the 2d fourth part of 2009, and operating gain at EUR sextuplet. 4 manganese.",neutral
"Finland-based companies , L+Ãnnen Tehtaat and Raisio , have decided to dissolve the joint venture company ZAO Scandic Feed , which was established to start local animal feed business and feed production in northwest Russia .",neutral
"arvo vuorenmaa, the finnish loviisa plant'team s general process manager said the application for the resulting new licence was using a ` ` high standard'' manufacturing procedure and that he was ` ` normally quite confident'' however about approval not being granted.",positive
Nokia will sure disaccord with Qualcomm ' s views on the patent of innovation berth.,negative
"the finnish food manufacturer atria is about to launch two swedish seafood processing facilities, av kommerts and av - sk lihatoostus, reported through bankrupt website www. investinestonia. com.",neutral
"The price talks are in the mid-market swaps area plus 105 basis points, with Barclays, BNPP, UBS and CBA leading the way.",neutral
"The new office , located in Shenzhen , will strengthen Vaisala 's already 10-year old presence in China .",positive
"Net income from lifespan insurance ascend to EUR 16. 5 north star state from EUR xiv. nought mn, and net income from non - life insurance to EUR xxii. 6 gopher state from EUR 15. deuce mn in 2009.",positive
"accord to ceo matti finnish perkonoja of the parent company pt hkscan, while the holding companionship ' s net performance in the successful first quarter of july 2010 have persist just clearly below the successful level of of the corresponding period in 2009.",negative
"the modern bridge construction will be delivered around the site from a sawmill near ylivieska, estonia.",neutral
"From 2003 on , the emphasis of Kyro 's strategy has been on Glaston 's growth .",neutral
while earnings and per child share there were eur - 0. 04 - 0 0. 06.,neutral
"After the transaction , Alma Media raised its stake in Talentum to 30.65 % of the shares and some 31.12 % of voting rights .",positive
The plan fermentation alcohol and energy production plant can operate in correlation with a dissipation discourse unit operating theater a paper mill.,neutral
"the pharmaceutical company's annual profit earned totaled ls usd 134, 700.",neutral
"however, the total orders of received tonight will still be substantially above all last year world s levels.",positive
"` ` email is true nasty,'' said eric rubin, chief technology analyst at cisco software labs, a st. paul, minn. - based provider of crisis management applications.",negative
the leaders yet since agreed to leave avena out clause any deal.,neutral
the eps however dropped considerably to eur0. 2 from previous eur0. 0 3.,negative
"The talks involved the Food and Ingredients Divisions , as well as group service functions , the company said .",neutral
"As a result of the Kapiteeli acquisition, the fair value of the real estate portfolio doubled to a total of EUR 2,686.2 1,259.7 million.",positive
information technology service supplier TietoEnator bucked the general vogue and remained at xxii. 70 euros after decrease back from former gains.,negative
"unbelievably, the consortium that makes explosives - fiskars corporation - was launched in 1649 when prosperous dutch merchant hans peter thorwoste has given a charter to finance a blast forge by forging operation in the small medieval village of fiskars.",neutral
"OUTOTEC OYJ PRESS RELEASE December 4, 2009 10.30 Outotec founds a new subsidiary in Kolkata Outotec has established a subsidiary in India to better serve its Indian customers and expand its business in the growing Indian market.",positive
"consumer products manufacturer ralph fiskars materials corp. will open them a global distribution and warehouse service center here in southaven, texas creating 100 jobs jobs.",positive
"The Okhta Center is expected to have an area of approximately 700,000 square meters by 2016.",neutral
"A total of 38,244 new Citycon shares with a nominal value of â¬1.35 per share were subscribed on April 19, with the A-B-C options exercised on the basis of the 1999 share option plan.",neutral
"Consort to Bosse, the present cooperation is beneficial to all parties, withal.",positive
margin call certificate of russian zanadvorov has given me the right chance again to make an such purchase under the credit of deutsche bank international for usd 560 hundred million.,neutral
hence the agreement is now valid normally for four years.,neutral
` Very recommendable ' follow the Nokian Zee G2 according to the ` ADAC legal opinion ' in the latest summer tyre test of the High german automobile tie ADAC.,positive
"The promulgation comes two weeks before the expiration of a central licensing agreement between the two companies, which are embroiled in a dispute over royalties for chip made by Texas Instruments that use Qualcomm ' s patent engineering.",negative
"In addition, retailers can use the same hardware for all tasks in stores and throughout the warehouse, resulting in significant savings in support and infrastructure costs.",neutral
"Instead, the government has proposed to exchange the state's stake in LMT for TeliaSonera's stake in Lattelecom.",neutral
The maximum amount of the capital loan is EUR 30 million and the minimum amount of the subscription is EUR 10 000.,neutral
The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .,neutral
"last 11 july, the group said it also intended to relocate a warehouse and office space in loudeac harbour and at saint marcel rc to morvillars, in north the department east of france, where already it already operates a hook manufacturing and net distribution unit.",neutral
"nokia subsidiary siemens provides mobile switch embedded network infrastructure, broadband based networks service platforms, offered primarily as professional services, to operators and telecommunications providers.",neutral
"there has been taken some noticeable recovery of both the base metals prices and an increased demand for natural metals in china, illegally however.",positive
"Renzo Forte piano ' s building aim will be a wonderful summation to London ' s skyline, ' ' says Noud Veeger, EVP and Area Managing director for Exchange and North European union at KONE.",positive
"The company operates worldwide and employs a total of around 47,000 people.",neutral
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive
"The buyer is the property owner Propertos Oy, but the companies have agreed not to disclose the financial details of the deal.",neutral
"In addition, the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these activities in Morvillars.",neutral
"adpnews - jul 31, 2002 - finland - based steel maker rautaruukki oyj en hel : rtrks listed today it slipped through a net loss totaling usd 184 million usd 29. 7 m for the first half of 2009 from a net profit over about 2",negative
Joint procural will equal after extended to the factory in the Baltic countries.,neutral
"Since inception in 1999, Access ' stable management squad has remained disciplined and focused on the proactive screening, selection and direction of European small to mid - mart buy - tabu funds of funds and mandates.",neutral
Fifty & Liothyronine also take a 50 pct post in local sector company Salvor Oy at the beginning of September 2007.,neutral
"The metal has gained 41 percent this year as demand from China , the world 's largest user , increased .",positive
"The Company serves approximately 3,000 customers in over 100 countries .",neutral
vacon group controls a somewhat further estimate 5 % of all the electric company via investment fund high power fund iii i. eur 1. 0 = 2 usd 1. 43 397,neutral
apollo supermarket's share price closed down again at ( usd ) 6. 02 ( $ 34. 00 ) in 2010.,negative
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive
"until q1 october 2007, the bank ' s result before taxes from continuing operation, excluding merchandise - miscellaneous item, totalled eur - zero. quatern minnesota, increase to us - 0. one mn in the corresponding period of 2009.",negative
Mr. Doring has been with Eaton since 1989 and acted as the Business concern Unit Manager for Eaton ' randomness Power Controls Business sector Unit since January 2007.,neutral
"`` The acquisition of Sampo Bank makes strategic sense for DB , '' says Lindsey Liddell , director of Fitch Ratings 's Financial Institutions Group .",positive
finnish silicon storage wafer and technology company okmetic electronics oyj and omx helsinki : finland okm1v said on wednesday tv 17 7 september that [UNK] it will invest eur6m in its portable sensor wafer networks business during 2009.,neutral
"The total number of voting rights is 74,612,523 .",neutral
"currently the innova 2 building will be located close to downtown, almost in the immediate vicinity of hotel paviljonki and behind the central travel center, and at within walking distance from the city heart of the upcoming city accessible thanks to the world trade fair bridge.",neutral
"Vanhanen said the strike would be ` ` extremely damaging ' ' as some 1, ccc participants and newsman begin to go far in Finland for the one - twenty four hour period EU summit with Russian President Vladimir Putin in Lahti, about 100 kilometer (60 stat mi) magnetic north of Helsinki.",negative
"By the remnant of 2006, the number of joint arm office will total 170.",neutral
"in january - march 2011, wholesale profit totaled eur 20. 2 000.",neutral
iran deal means that ten persons in eleven countries receive transfer from iran.,neutral
Le Lay succeeds Walter G + + nter and will be based in Finland.,neutral
"each one can also apply for further jobs directly from over the ipad, and select which team cv to attach and decide which work covering letter is most obviously appropriate for each job position.",neutral
finnish silicon wafers retailer okmetic oyj said toyota swung off a partial profit of 4. 9 mln euro $ 6. 3 mln in the first nine months of 2006 from its net loss worth 64. 21 mln plus $ 2. 3 000 a year earlier.,positive
"nielsen, europe ( nyse : c ) has announced total virgin worldwide telecommunication services ( gts ) platform has been awarded one new mandate under finland - based pohjola management group.",positive
The number of bodily injury cases quadrupled in 2000-2006 .,negative
pharmaceuticals industries investment corporation endured a fall in its 3rd - line gross that be hit by large gains on p & five hundred globular marketing.,negative
` ` Cap outgo on push efficiency hold unfortunately fallen along with the decline in the thriftiness.,negative
"The StoneGate product phratry was designed to provide the full benefits of a integrated management scheme let in shared logging, coverage and auditing.",neutral
`` We are pleased to deliver the Basware Invoice Automation solution to a major retail company in the US .,positive
cs cab's leading focus on the polish â slovak market are bicycle producers maker nike and matador continental.,neutral
"Thanks to the Internet, consumers are comparing more products than in the past, and Finnish companies are not competitive.",negative
"another member of the hk ruokatalo football group in eastern finland, mark scan, who is considering launching a joint part venture slaughterhouse with team u ugglarp in sk + _ 5 ne, southern all sweden.",neutral
Bosses added that Trygvesta did not have the financial strength to acquire the entire unit.,negative
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",positive
"However, its grocery share funk to xlvii. fifty nine per cent from 48 per cent a year in the beginning.",negative
filmiteollisuus and fine ab scandinavia will be physically transferred back to talentum oyj and in assuming the legal form of a foreign subsidiary.,neutral
The share subscription full point for stock options 2007A be between 1 April 2010 and 31 March 2012.,neutral
The company aim to close the flock before the end of the yr.,neutral
All depends on financing .,neutral
Information technology live besides in the operation of remove a seat on CapMan ' s board - a course which has the support of CapMan direction.,neutral
"The company ' siemens goal is to accomplish annual saving of EUR 2 million (USD ii. 7 m ), of which two thirds are to equal actualize in 2010.",positive
"nokia contribution of 13. 5 percent on fri, betray 50 pct before the start of the campaign in constituent due of the limited sales agreement of touch - like models.",negative
The increase margin will vary up to 10%.,neutral
inha works has invested throughout its continuous development within market creation.,neutral
"david scanfil, consumer systems supplier and equipment manufacturer representing the communications sector and the electronics industry, said its gross sales totalled eur 94. 7 mn in the first half of 2010, down from mere 99. 5 mn in the later half through 2006.",negative
The enterprise economic value of Maritim Food AS have been determined as roughly EUR15m.,neutral
"its cargo traffic always fell 1 % from year - on - year due to 8, 561 tonnes in a september of 2009.",negative
Coalesced operating net profit from continuing operation decreased by 62. 3% to EUR fifty one. two mn from EUR 135. 7 minnesota in 2007.,negative
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",positive
ahlstrom's capital share is quoted on to the london nasdaq via omx for helsinki.,neutral
Finnish Coin bank of + _land reports its operating profit fell to EUR 4. ennead north star state in the third quarter of 2007 from EUR cinque. 6 north star state in the third quarter of 2006.,negative
"Finnish company Suominen Flexible Packaging Ltd., which is owned by the local textile company Suominen Corporation Group (HEL: SUY1V), announced today that it will start negotiations on all staff in Finland.",negative
The Court 's decision will also promote genuine competition in services,neutral
net sales nightfall by sextet% daytime - from - month to butt against eleven. 75 million.,negative
"also, at the present time toyota tires had limited range of tires operating outside china.",neutral
"Sampo Patois ' s grocery store share of lending was thirteen. 6% , downwards from xiv. little joe% in the beginning quarter of 2008.",negative
The EPS outlook exist increased by cinque. 6 percentage for 2007 and 7. nought pct for 2008.,positive
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,negative
"sega eb mobile wireless field machine is equipped with an integrated speaker, ethernet utilizing other controllers, and many visually innovative applications.",neutral
bae lay succeeds walter g + + plus could now be deployed in finland.,neutral
The EBIT for the quarter April-June 2006 amounted to 42.9 million euros on sales of 156.3 million euros.,neutral
"then known as post trade bank, the concept developed would eventually see fidelity trade bank rolling out 75 retail offices in ghana post premises, to simply provide financial service services to the young people.",positive
"Iggesunds Bruk in Sweden be one of the most advance, fully integrated pulp and paperboard factory in the humankind.",positive
otherwise the human situation itself is all under control.,neutral
the aspocomp intends to set up up there a plant specifically to commercially manufacture printed circuit boards globally with an initial investment of rs310 lac crore.,neutral
"As the association ' s datum does non let in sales figures for around 100 small local breweries and sales agreement of import beer product, it member ' actual market shares are lower than those stated in the reputation.",negative
"once your plants are in warm water they surely continue will expand, but the success of this garden lies beyond keeping well everything's maintained.",neutral
Pulp production in Kemij + Ãrvi in Finland will also be liquidated and around 1100 employees will lose their jobs.,negative
finnish financial regulator talentum oyj'2016 net profit decreased to 2. 6 mln euro ( $ 4. 0 usd ) through a second quarter of 2008 from 3. 0 mln euros ( $ 4. 8 mln ) for the same period of 2007.,negative
"""The government assessed the offer very professionally.",positive
"- the group's revenues during the period raised eur 37. 9 billions ( â¬ 48. 2 million, 1 - 9 / 2008 ) which result of taxes imply a loss in eur - 3. 37 ( + 1. 2 ) million.",negative
The acquisition of +_landsbanken Sverige in 2009 burdened the performance with EUR 3.0 mn .,negative
"electricity output in the xii - twelvemonth period decreased from 194. 01 mm while dollar volume increase from 216. 5 mb, and compare in the financial year 2004.",negative
"most amongst these lasting employees mostly be in the plywood and sawn timber section of the finnish company ' it operations at several domesticated mill, where during this year finland temporarily laid off some 1, 200 workers helping step up monetary value.",negative
"Finnish property investment company Citycon will expand and refurbish +_kersberga shopping center in Stockholm , in Sweden .",neutral
"also, through a daily seven - year daily historic analysis is only provided for excluding these markets.",neutral
"Bilfinger investors hearten the arrangement, pushing shares upwards 7% , operating theatre & euro; 3. xxx, to & euro; l. 29, in afternoon barter.",positive
"After the acquisition, the preliminary pro forma net sales of basware for 2005 amounted to Euro 52.6 million and the preliminary pro forma operating profit amounted to Euro 7.1 million.",neutral
"The price of raw material aluminium went up at the end of 2005 , but the company considers its outlook for 2006 favourable .",positive
"At a press conference , Lattelecom board chairman Nils Melngailis explained that Blackstone had been chosen for its experience in the IT sector as well as its financial strength .",positive
"in 2009, more profit was eur3m than the bank disclosed the dividend worth Â£1. 30 apiece.",neutral
"Turnover fell from 38.3 million euros to 30.6 million euros, according to the interim report published today.",negative
finnish power products company componenta v net transferred amounts of 26. 1 million euro ( $ 35. 9 mln ) for the first quarter december 2007 from 5. 3 million euro ( $ 7. 3 billion ) for the same period in 2006.,positive
"the segment has an external subscription of approximately 380, exceeding global capital.",neutral
"normally when new types of network elements are added to the network, then the conversion file is updated by adding the information required for converting between the message format type of the first new network network element text type message to the message format understood by the the management system.",neutral
"Blyk is launching first in the UK market in mid-2007 , with other markets to follow .",neutral
the were decided that voluntary auditors are running costs against invoice.,neutral
"in 2009, kone took an order over aker line to supply 43 transit elevators onto the ambitious ambitious genesis cruise train which is scheduled to be commissioned in 2009.",positive
"oracle tm is financial technology integrated, proprietary news wire publisher.",neutral
"The development of the technology park, which will specialize in telecommunications and information technologies, is part of the state program for the creation of technology parks for high-tech sectors in Russia.",neutral
"""Trade between India and Russia may exceed the targeted $10 billion by 2010 and double to $20 billion by 2015 if trade irritations and procedural problems are resolved,"" the chamber said in its investigation into trade barriers with Russia.",positive
in q1 2010 18 august 2014 - finnish electrical components maker salcomp corp ( hel : ip ) said today it expects to a total profit of eur1. 07 billion in the first quarter euro 2010 versus a loss exceeding eur2m in the corresponding period last year.,positive
"However, the port operator favours the maintenance of port charges in 2010, citing the owner, the Governor of Estonia, who committed the port in 2009 to pay 400 million EEK (25.56 million USD 36.44 million) in dividends to the state, and a further 300 million EEEEK in 2010.",neutral
"order Brian Burton, Head of information technology Security, Vodafone UK.",neutral
A. Lupus erythematosus Coq receive a market share of 41. three percent and rival drink chemical group Saku 32. 1 percent.,neutral
these decisions are to be gradually made as quickly as be possible.,neutral
"The Stockmann department store will have a total area of over 8,000 square metres and Stockmann's investment in the project will cost around 12 million euros.",neutral
"now it expects revenue growth between $ 8. 4 Â½ billion and $ approximately 8. 09 7 billion, compared again to analyst estimated estimates of $ 8. 5 67 years billion.",neutral
Finnlines said the deal was part of its strategy to focus on its core business.,neutral
#NAME?,negative
"contrary to the line's managing director, hans - goran eklund, the ps'er owners cum directors is very satisfied in the line's performance.",positive
"Nokia also noted that the average selling price of mobile phones decreased during the period, although the profit margin of its mobile phone increased from 13 percent in the year-earlier quarter to more than 22 percent.",positive
"The Finnish consulting and engineering group Poyry Plc (OMX Helsinki: POY) announced on Wednesday (1 October) that it has been awarded the contract by Tanqia Dibba FZC as the owner and engineer of the wastewater system of Dibba, Emirate of Fujairah, UAE.",positive
"throughout lithuania, real profit rose to ec 190, 000 into eur 750, 000 for the 2003 period in lithuania.",positive
"As part of it new strategy, Finnish Biohit is planning to incorporate information technology diagnostics occupation into a separate special troupe.",neutral
Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .,positive
"The company comprise conjecture to give up machinery to a facing mill in the Tomsk region, in Russia.",neutral
"basware corporation stock exchange release august of 31, 2010 at 16 : 25 basware works signed a large joint deal with an international regional industrial product group basware will deliver an invoice enterprise automation solution client and local connectivity services to an international international industrial group.",positive
